"DIRECTORIO" "SECUENCIA_P" "HOGAR" "departamento" "hogar_urbano" "size" "n_mujeres" "n_menores" "seguridad_social" "no_acceso_medico" "n_analfabeto" "escolaridad_max" "escolaridad_min" "escolaridad_median" "ingreso_laboral" "valor_casa"
4832768 1 1 13 1 3 1 1 1 0 3 14 1 13 2630000 NA
4849839 1 1 18 1 5 1 3 1 0 NA 9 0 3 1400000 NA
5027743 1 1 11 1 4 3 3 1 0 4 14 0 5.5 600000 NA
5074532 1 1 18 0 3 1 1 1 0 3 7 4 4 1300000 NA
4941537 1 1 13 1 5 5 0 1 0 5 16 11 13 5047000 NA
4899623 1 1 8 0 5 1 2 1 0 4 11 0 4 450000 1.5e+07
4945393 1 1 47 1 6 5 3 1 0 5 9 0 6 2000000 NA
4984672 1 1 8 1 4 3 1 1 0 4 14 3 11 1868000 NA
5054675 1 1 70 1 2 1 1 1 0 2 18 7 12.5 2000000 1.1e+08
4831314 1 1 54 1 1 0 0 1 0 1 16 16 16 0 NA
4903835 1 1 13 1 3 2 1 1 1 3 11 0 10 100000 NA
5091538 1 1 52 1 1 1 0 1 0 1 26 26 26 0 2.5e+08
5084165 2 2 68 1 2 1 0 1 0 2 11 11 11 500000 NA
4874703 1 1 76 1 3 3 0 1 0 3 17 7 15 0 2e+08
4868158 1 1 47 1 1 1 0 1 0 1 3 3 3 630000 NA
5081803 1 1 19 1 5 2 1 0.8 0 4 13 0 6 1770000 NA
5003046 1 1 68 1 4 1 1 1 0 NA 14 0 12.5 2000000 NA
5049087 1 1 70 0 3 1 1 1 0 2 7 0 5 280000 NA
4951954 1 1 66 1 6 3 3 1 0 5 12 0 7.5 958116 5e+07
5082056 1 1 20 1 6 3 3 1 0 6 11 2 11 2000000 NA
4828759 1 1 41 1 4 3 1 1 0 4 14 0 11 4100000 1e+08
5033394 1 1 66 1 2 1 0 1 0 2 16 13 14.5 3000000 NA
4871066 1 1 20 1 1 1 0 1 0 1 3 3 3 0 NA
5095110 1 1 50 1 2 2 0 1 0 2 11 11 11 1600000 NA
4928210 1 1 70 1 6 3 4 1 0 5 11 0 4.5 100000 NA
4902633 1 1 70 1 2 1 0 1 0 2 13 11 12 1628116 NA
4841248 1 1 73 1 1 1 0 1 0 1 11 11 11 0 5e+07
5004055 1 1 13 1 6 5 4 0.833333333333333 0 NA 11 0 3 800000 NA
4954629 1 1 15 1 1 0 0 1 0 1 11 11 11 0 NA
4941408 1 1 11 1 6 2 4 1 0 NA 9 0 4.5 1000000 NA
5001922 1 1 68 1 2 1 0 1 0 2 17 11 14 3751000 9.5e+07
5078438 1 1 41 1 1 1 0 1 0 1 16 16 16 900000 NA
4959963 1 1 15 1 5 4 1 1 0 4 11 0 8 2091232 NA
4996972 1 1 52 0 7 3 5 1 0 3 4 0 3 952000 6e+06
4912402 1 1 20 1 5 2 1 1 0 5 17 4 14 8000000 NA
4963288 1 1 63 1 1 0 0 1 0 1 16 16 16 2600000 NA
4917515 1 1 73 1 4 2 1 1 1 4 18 5 11 2000000 NA
4993966 1 1 54 1 2 1 0 1 0 2 16 11 13.5 5000000 NA
4839880 1 1 44 1 2 1 0 1 0 2 17 16 16.5 4000000 NA
4949152 1 1 70 1 3 2 1 1 0 NA 13 0 7 1656232 NA
5086339 1 1 15 1 2 2 0 1 0 2 10 7 8.5 50000 8e+07
5077176 1 1 8 1 4 3 2 1 0 4 13 0 7 1250000 NA
5027532 1 1 8 1 1 1 0 1 0 1 15 15 15 480000 NA
4953656 1 1 5 1 3 2 1 1 1 3 11 10 11 120000 NA
5005480 1 1 13 1 4 1 2 1 0 NA 11 0 9 1200000 NA
4807248 1 1 54 1 1 0 0 1 0 1 11 11 11 600000 NA
4870050 1 1 27 0 1 0 0 1 0 0 0 0 0 200000 NA
5008922 1 1 54 1 4 3 2 0 0 3 16 0 10 3000000 NA
4852843 1 1 47 1 4 2 1 1 0 3 12 0 8 1500000 NA
4810671 1 1 8 1 4 2 1 1 0 4 11 3 5 1200000 NA
5028903 1 1 44 1 2 0 0 1 0 2 16 16 16 0 NA
5072088 1 1 5 0 1 0 0 1 0 1 5 5 5 0 2e+07
5017301 1 1 13 1 4 3 2 1 0 3 11 0 8.5 400000 NA
4848052 1 1 23 0 7 5 3 1 0 4 4 0 2 450000 5e+06
4889331 1 1 20 1 3 1 1 1 0 NA 15 0 13 1000000 NA
4941694 1 1 15 1 3 2 1 1 0 2 11 0 11 1528116 NA
4878774 1 1 41 1 6 5 4 1 0 6 10 4 7.5 2400000 NA
5062349 1 1 68 1 1 0 0 1 0 1 16 16 16 1300000 NA
4944297 1 1 73 1 3 2 1 1 0 2 9 0 8 868116 NA
4858648 1 1 73 1 3 2 1 1 0 3 5 5 5 400000 NA
4813195 1 1 50 1 4 3 2 1 0 2 8 0 4 2480000 NA
4819403 1 1 68 1 4 2 2 1 0 3 11 0 8 1428116 NA
5089698 1 1 44 1 1 1 0 1 0 1 15 15 15 0 NA
4846200 1 1 44 0 4 1 2 1 0 3 11 0 3 600000 NA
4994934 1 1 8 1 16 8 7 1 0 NA 11 0 6.5 4538116 NA
4979214 1 1 13 1 2 2 1 1 0 1 13 0 6.5 828116 NA
5047368 1 1 63 1 3 2 1 1 0 2 11 0 11 1000000 NA
4920922 1 1 8 1 4 1 2 0.5 0 3 11 0 8.5 800000 NA
5006279 1 1 11 1 3 1 1 0.666666666666667 0 3 11 0 11 1956232 NA
4926801 1 1 19 1 3 1 1 1 0 3 11 10 11 1700000 NA
5076035 1 1 25 0 2 1 0 0.5 0 2 13 5 9 1380000 NA
4924496 1 1 63 1 7 3 2 1 0 6 12 0 9 1280000 NA
5074667 1 1 19 0 3 2 1 1 0 2 3 0 3 240000 NA
4863628 1 1 50 1 2 2 0 1 0 2 16 16 16 3200000 1.8e+08
4845216 1 1 70 1 5 2 3 1 0 4 11 0 7 900000 NA
4924901 1 1 41 0 4 3 2 1 0 NA 6 0 2 900000 NA
5046644 1 1 27 1 5 4 2 1 0 NA 17 0 7 828116 6e+07
4982702 1 1 8 1 4 1 2 0 0 3 11 0 11 880000 NA
4932823 1 1 73 1 4 3 1 1 1 4 11 1 8 1628116 NA
4940677 1 1 52 0 4 3 2 1 0 3 9 0 5 150000 NA
4809540 1 1 15 1 4 2 3 1 0 NA 13 0 3.5 781242 NA
5046883 1 1 44 1 7 3 5 1 0 NA 11 0 6 800000 NA
4922855 1 1 44 0 4 3 3 1 0 2 4 0 1 60000 NA
5075216 1 1 27 1 5 3 0 1 0 5 16 11 13 6950000 7e+07
4951341 1 1 47 1 5 4 2 0.8 0 NA 11 0 5 1500000 1.5e+08
4997846 1 1 17 0 3 1 0 1 0 3 11 3 9 1628116 NA
4860758 1 1 20 1 8 5 2 0.75 0 8 16 4 10 2480000 NA
4872952 1 1 73 0 4 1 2 1 0 4 5 2 2.5 1100000 NA
4929851 1 1 13 1 3 1 1 1 0 3 13 2 13 600000 NA
4818012 1 1 73 1 5 3 1 1 0 4 12 0 11 900000 NA
4893503 1 1 70 1 4 1 1 1 0 3 13 0 12 1710000 8e+07
4935455 1 1 50 1 3 1 1 0.666666666666667 0 3 11 2 11 1660000 NA
5022712 1 1 5 1 1 0 0 1 0 1 7 7 7 830000 NA
5042813 1 1 76 1 4 2 2 1 0 3 11 0 9 948116 NA
5005054 1 1 66 1 2 1 0 0.5 0 2 13 11 12 1728616 NA
4875667 1 1 76 0 1 0 0 0 0 0 0 0 0 200000 NA
5044810 1 1 44 1 2 1 0 1 0 2 16 12 14 0 NA
5061679 1 1 20 1 2 1 0 1 0 2 16 16 16 5000000 NA
5063952 1 1 23 1 4 3 1 1 0 4 16 4 13 3500000 NA
4879624 1 1 11 1 1 1 0 1 0 1 11 11 11 0 NA
5084666 3 3 76 1 1 0 0 1 0 1 12 12 12 1350000 NA
5051421 1 1 50 0 6 4 4 1 0 4 11 0 2.5 1250000 NA
4830357 1 1 15 1 1 0 0 1 0 1 12 12 12 1600000 NA
5012947 1 1 5 1 4 2 2 1 0 NA 18 0 5.5 4100000 NA
5034965 1 1 50 1 3 1 1 1 0 2 11 0 11 851000 NA
5037485 1 1 52 1 5 2 3 1 0 5 11 3 8 0 1.4e+08
5080108 1 1 47 1 2 1 0 1 0 2 14 14 14 0 NA
4875578 1 1 70 0 2 1 0 1 0 2 9 7 8 600000 NA
4976824 1 1 27 1 2 0 0 1 0 2 18 16 17 10700000 NA
5087959 1 1 19 1 6 2 1 1 0 6 11 5 9.5 200000 NA
4993973 1 1 54 1 4 2 1 1 0 4 13 1 5 1200000 NA
4856704 1 1 27 1 2 2 0 1 0 2 14 8 11 200000 2e+07
5052693 1 1 13 1 8 2 3 0 0 8 13 1 7.5 2200000 NA
4934347 1 1 66 1 4 1 2 1 0 4 16 5 10 1650000 NA
4927834 1 1 54 1 6 2 1 0.833333333333333 0 NA 11 0 8 2885000 NA
5030897 1 1 11 1 3 1 1 1 0 3 13 5 6 1480000 NA
5046680 1 1 27 1 6 4 1 1 0 NA 16 0 12.5 5100000 NA
5071928 1 1 76 1 1 0 0 1 0 1 15 15 15 0 NA
4913461 1 1 27 1 1 1 0 1 0 1 11 11 11 1500000 NA
5039118 1 1 76 1 4 3 0 0.75 0 3 13 0 8 2128116 NA
4827311 1 1 25 1 6 4 3 0.666666666666667 0 5 13 0 9 2032484 NA
5078170 1 1 23 1 7 3 3 1 0 7 11 2 5 1430000 NA
4996533 1 1 70 1 3 1 0 1 0 2 11 0 5 1110000 6e+07
4816605 1 1 76 1 4 2 2 0.25 0 4 11 5 7 1973242 NA
5104660 1 1 76 1 3 1 0 0.666666666666667 0 3 13 11 11 1068116 NA
5041267 1 1 18 1 3 1 1 1 0 2 5 0 5 0 NA
4901695 1 1 44 1 4 1 0 1 0 4 16 12 13.5 8000000 1.2e+08
4858972 1 1 76 1 2 1 0 0 2 2 16 16 16 1656232 NA
4887570 1 1 52 1 3 2 0 1 0 3 16 12 14 4140000 NA
4882218 1 1 54 1 3 1 0 0.666666666666667 0 3 11 2 11 0 NA
4807099 1 1 52 1 2 1 0 1 0 2 12 11 11.5 100000 NA
4928247 1 1 70 1 6 3 2 1 0 6 19 2 5.5 6000000 2e+08
5007833 1 1 41 1 4 3 2 1 0 4 11 0 4 928116 NA
4951599 1 1 52 1 3 1 1 1 0 3 12 2 11 1656000 NA
5061791 1 1 41 1 6 2 1 1 0 6 8 2 5 2450000 4.5e+07
4900737 1 1 17 1 1 1 0 1 0 1 13 13 13 0 NA
5062486 1 1 76 1 2 2 0 1 0 2 11 11 11 1328116 NA
5060933 1 1 47 1 2 1 0 1 0 2 11 5 8 800000 NA
5025896 1 1 63 1 1 0 0 0 0 1 4 4 4 500000 NA
5066785 1 1 20 1 3 2 2 1 1 2 11 0 3 84000 NA
5075417 1 1 52 1 6 2 1 1 0 6 25 5 15 4780000 1e+08
4885314 1 1 8 1 7 4 2 0.714285714285714 0 7 16 5 11 1300000 NA
4826769 1 1 68 1 8 3 3 1 1 NA 18 0 8 2100000 NA
4996559 1 1 70 1 4 1 0 1 0 1 8 0 0 1500000 NA
4913080 1 1 5 1 2 1 0 1 0 2 18 11 14.5 0 NA
5089107 1 1 20 1 1 1 0 1 0 1 11 11 11 300000 NA
4854638 1 1 5 1 2 1 0 1 1 2 11 5 8 1600000 NA
4927676 1 1 50 1 4 2 2 1 0 3 11 0 9 2000000 NA
5103067 1 1 41 1 2 1 0 1 0 2 14 12 13 6000000 NA
5023471 1 1 17 1 3 1 0 1 0 3 16 11 13 828116 NA
4985389 1 1 20 1 6 4 2 0.666666666666667 1 5 16 0 12 3300000 NA
5030713 1 1 8 1 2 1 0 1 0 2 8 7 7.5 1128000 NA
4871640 2 2 68 1 1 1 0 1 0 1 2 2 2 0 NA
5030807 1 1 8 1 4 1 0 0.75 0 3 5 0 3 2020000 NA
4933112 1 1 76 1 6 4 1 1 0 6 15 1 13.5 11400000 NA
4954001 1 1 8 1 5 3 0 1 0 5 11 5 11 1230000 NA
5061298 1 1 23 1 5 4 0 1 0 5 14 3 5 200000 NA
5099636 1 1 68 0 3 1 0 1 0 2 3 0 2 850000 1e+07
4941441 1 1 11 1 1 0 0 1 0 1 11 11 11 828116 NA
4954068 1 1 8 1 5 2 2 1 0 NA 16 0 15 9200000 NA
4983506 1 1 13 1 2 1 0 1 0 2 14 6 10 550000 8e+07
4990399 1 1 66 1 6 2 2 1 0 5 11 0 4.5 2100000 NA
5052530 1 1 11 1 3 1 0 1 0 3 14 4 11 858116 NA
4914370 1 1 27 0 3 1 0 0.666666666666667 0 3 11 5 11 150000 NA
4898161 1 1 73 1 5 2 3 1 0 NA 13 0 5 2950000 1e+08
4974427 1 1 47 0 2 1 0 1 0 2 2 1 1.5 0 NA
4901829 1 1 47 1 7 2 1 1 0 6 11 0 11 2038116 NA
4843303 1 1 11 1 4 2 1 1 0 4 13 3 9 0 1.2e+08
4918670 1 1 5 0 2 1 0 1 0 1 2 0 1 828000 2e+07
4867605 1 1 27 1 5 2 0 1 0 5 13 4 11 2050000 NA
4986115 1 1 54 1 6 2 2 0 0 NA 13 0 11 400000 NA
5049229 1 1 73 1 1 0 0 1 0 1 4 4 4 200000 NA
5013780 1 1 18 1 1 0 0 1 0 1 16 16 16 0 2e+08
4972019 1 1 54 1 6 5 4 1 0 NA 14 0 7.5 828116 NA
4814318 1 1 63 1 1 0 0 1 0 1 8 8 8 0 NA
4966259 1 1 70 1 5 3 2 1 0 4 17 0 11 2900000 NA
4846966 1 1 19 1 4 4 0 1 0 3 11 0 6.5 430000 NA
5049552 1 1 18 1 3 1 1 1 0 2 13 0 11 700000 NA
5098438 1 1 73 1 6 3 3 0.833333333333333 0 NA 13 0 5.5 800000 NA
4993129 1 1 70 1 8 3 3 1 0 7 13 0 7.5 1100000 4.5e+07
4858249 1 1 66 1 2 1 0 1 0 2 11 4 7.5 1200000 1.5e+08
4831761 1 1 70 1 3 2 0 1 0 3 13 3 3 860000 5.5e+07
5021043 1 1 76 1 4 2 1 1 0 4 11 2 10 2128116 NA
5015790 1 1 68 1 2 1 0 1 0 2 10 4 7 0 1.7e+08
4884151 1 1 17 1 6 5 1 1 0 6 18 5 9 1656232 NA
4829569 1 1 44 1 4 1 1 1 0 3 13 0 11.5 550000 NA
4974048 1 1 73 1 2 1 0 1 0 2 11 7 9 0 NA
4931440 1 1 47 1 3 2 1 1 0 3 11 3 9 1000000 NA
4907591 1 1 76 1 3 1 1 1 0 NA 11 0 11 1000000 NA
5103425 1 1 47 1 10 5 4 1 0 NA 11 0 5 3778116 NA
4913696 1 1 52 1 11 4 4 1 0 9 11 0 7 3600000 NA
4927859 1 1 63 1 1 0 0 1 0 1 11 11 11 720000 6e+07
4807878 1 1 73 1 6 3 1 0.833333333333333 0 6 17 5 8 3433097 1.2e+08
5010841 1 1 17 1 3 1 0 1 0 3 17 5 16 4500000 NA
4818340 1 1 73 1 3 1 1 1 0 3 10 3 5 600000 NA
5031703 1 1 19 1 6 3 2 1 0 4 11 0 2.5 2000000 NA
5056933 1 1 18 1 3 1 1 1 0 3 19 6 18 8600000 1.5e+08
4880836 1 1 20 1 4 3 2 1 0 4 13 2 7 400000 NA
4847563 1 1 47 1 4 3 2 1 0 4 19 2 10 3750000 NA
4881609 1 1 44 1 8 2 4 0 0 NA 15 0 6.5 820000 NA
4966362 1 1 76 1 3 1 2 1 0 NA 11 0 0 360000 NA
4893076 1 1 52 1 6 5 3 1 0 NA 15 0 9.5 1900000 NA
4976333 1 1 18 1 2 1 0 1 0 2 11 11 11 1000000 9e+07
4928825 1 1 68 1 2 1 0 1 0 2 15 14 14.5 1788000 NA
5033521 1 1 68 1 2 1 0 1 0 2 16 16 16 5000000 NA
4966031 1 1 63 1 3 2 1 1 0 2 12 0 11 828000 1.85e+08
5101690 1 1 11 1 2 2 0 1 1 2 17 11 14 3800000 2.5e+08
4913358 1 1 19 1 4 3 2 1 0 2 15 0 5 1500000 NA
4837647 1 1 17 1 3 2 1 1 0 3 11 5 11 1828116 NA
5069216 1 1 11 1 5 3 3 0.4 0 4 12 0 3 950000 NA
5003081 1 1 70 1 5 3 2 1 0 NA 11 0 0 1580000 NA
4877296 1 1 23 1 6 3 3 1 0 6 11 3 4.5 950000 4e+07
5075672 1 1 68 1 12 5 5 0 11 10 16 0 11 2910000 NA
5048552 1 1 44 1 3 1 0 1 0 3 11 2 3 800000 4e+07
4966103 1 1 66 1 3 1 1 1 0 NA 13 0 3 900000 NA
5043279 1 1 63 1 3 1 1 1 0 3 7 2 3 600000 8e+07
5080965 1 1 11 1 4 3 0 1 0 4 13 5 7 1243116 NA
4815803 1 1 41 1 4 1 2 0.75 0 4 10 3 5 1460000 NA
5046336 1 1 18 1 1 1 0 1 0 1 16 16 16 1200000 NA
5076995 1 1 5 1 1 1 0 1 0 0 0 0 0 0 NA
4894944 1 1 17 0 4 2 2 1 0 3 11 0 8.5 755000 NA
5032524 1 1 44 1 7 5 2 0 1 6 13 0 6 1360000 NA
4817561 1 1 17 1 3 2 2 1 0 3 6 3 4 781242 NA
4866786 1 1 15 1 5 3 1 1 0 5 17 8 14 11800000 3e+08
4833609 1 1 41 1 5 2 2 1 0 5 16 6 11 4220000 NA
5039320 1 1 13 1 4 2 2 1 0 4 13 5 8 1550000 NA
5102661 1 1 23 1 5 2 3 1 0 4 11 1 9 750000 4e+07
5100435 1 1 13 1 4 2 2 1 0 3 16 0 2.5 630000 NA
5040321 1 1 66 0 5 2 1 1 0 5 5 1 3 976000 7e+06
5049360 1 1 73 0 7 4 3 0.857142857142857 0 7 12 0 4 1440000 NA
4951301 1 1 47 1 3 2 1 1 0 3 11 4 5 1000000 NA
5039055 1 1 63 1 2 1 1 1 0 2 13 8 10.5 950000 NA
5088631 1 1 13 1 4 3 2 1 0 4 11 11 11 1180000 NA
4952132 1 1 68 1 3 1 1 0.666666666666667 0 NA 13 0 11 928116 NA
4950020 1 1 15 1 5 3 3 1 0 4 15 0 8 950000 NA
4896890 1 1 73 0 3 1 1 1 0 NA 16 0 11 800000 NA
5045552 1 1 52 0 4 1 1 1 0 4 7 5 6 1000000 NA
5031921 1 1 20 1 2 2 0 1 0 2 11 11 11 0 NA
4862460 1 1 17 1 4 3 0 1 0 4 17 8 11 1680000 3.5e+08
5054577 1 1 70 1 2 1 0 1 0 2 4 3 3.5 500000 2.2e+07
5002650 1 1 27 1 1 1 0 0 0 1 3 3 3 230000 NA
5001590 1 1 50 0 3 1 0 1 0 3 11 11 11 5000000 NA
5100546 1 1 13 0 6 2 4 1 0 NA 5 0 0 300000 NA
5009093 2 2 63 1 1 0 0 0 0 1 13 13 13 2600000 NA
4849884 1 1 19 1 4 2 1 1 0 3 11 0 5 400000 NA
4991852 1 1 76 0 5 1 3 1 0 4 11 0 3 1680000 NA
4817722 1 1 47 1 4 2 0 1 0 4 16 16 16 4500000 2e+08
5085871 1 1 52 1 3 2 0 0.333333333333333 2 3 20 5 11 0 NA
4850437 1 1 73 1 3 2 1 1 2 3 11 5 8 1200000 NA
5070167 1 1 27 1 2 1 0 1 0 2 11 11 11 828116 4.5e+07
4980594 1 1 44 1 2 2 1 1 0 2 8 4 6 360000 2e+07
5061837 1 1 47 1 3 1 0 0.666666666666667 0 3 11 5 8 1000000 NA
5096846 1 1 54 1 5 4 2 1 0 5 13 1 11 1350000 NA
5024602 1 1 54 1 4 3 1 1 0 3 14 0 8.5 0 9e+07
5022942 1 1 17 0 1 0 0 1 0 1 5 5 5 1000000 NA
5035477 1 1 5 1 4 1 0 1 0 4 17 5 8.5 430000 NA
4849233 1 1 66 1 2 1 0 1 0 2 5 2 3.5 500000 NA
4957446 1 1 66 1 3 2 0 1 0 3 11 2 9 700000 8e+07
4996137 1 1 47 1 4 3 1 1 0 3 11 0 11 1770000 6e+07
5047170 1 1 52 1 5 3 1 1 0 4 12 0 8 1650000 NA
5102189 1 1 17 1 3 1 1 1 0 2 20 0 18 9600000 1.5e+08
5016079 1 1 15 1 2 2 1 1 0 2 12 3 7.5 0 NA
4873553 1 1 5 1 2 1 0 1 0 2 11 2 6.5 0 6e+07
4889532 1 1 50 1 3 2 1 1 0 3 6 5 6 1750000 NA
4934150 1 1 50 1 2 1 0 1 0 2 16 16 16 4600000 NA
4973033 1 1 13 1 3 3 1 1 0 3 13 4 6 440000 NA
4903500 1 1 68 1 1 1 0 1 0 1 3 3 3 0 1.2e+08
4971308 1 1 18 1 2 1 0 0 0 2 11 5 8 1000000 NA
4834397 1 1 70 1 3 2 0 1 0 3 13 5 5 1000000 8e+07
4846322 1 1 47 1 7 3 2 1 0 6 11 0 6 1130000 NA
4865792 1 1 20 1 2 1 0 1 0 0 0 0 0 600000 NA
5046421 1 1 20 1 1 1 0 1 0 1 11 11 11 200000 NA
4976345 1 1 18 1 3 2 2 1 0 NA 13 0 6 0 NA
5052706 1 1 13 1 4 2 2 1 0 4 11 1 7 1656232 NA
5054290 1 1 63 1 5 3 2 1 0 NA 17 0 13 50000 NA
4891141 1 1 5 1 4 2 2 1 0 NA 18 0 8.5 8000000 2.5e+08
5020429 1 1 52 1 3 1 0 0.666666666666667 0 3 14 11 14 800000 NA
5054478 1 1 68 1 3 1 1 1 0 3 11 3 11 1400000 NA
4831750 1 1 68 1 3 1 0 1 0 3 18 16 17 4000000 NA
4875230 1 1 41 1 4 2 2 1 0 4 12 7 10 908000 8.5e+07
4871154 1 1 20 1 4 1 2 1 0 4 18 1 11.5 0 NA
4921966 1 1 41 1 4 1 3 1 0 3 9 0 5.5 750000 NA
4938040 1 1 50 1 2 1 0 1 0 2 16 11 13.5 2058116 NA
4997328 1 1 76 0 4 2 2 1 0 4 9 2 5.5 1200000 NA
5057311 1 1 20 1 6 4 3 1 0 6 11 5 10.5 3500000 NA
5103048 1 1 41 1 2 1 0 1 0 2 14 11 12.5 2950000 NA
5100930 1 1 18 0 5 3 3 0.8 1 3 5 0 1 650000 7e+06
4968092 1 1 27 1 3 2 2 1 0 2 11 0 2 0 NA
4955893 1 1 27 1 6 2 1 1 1 NA 14 0 12 3150000 6e+07
4908756 1 1 8 1 5 5 1 0 0 4 13 0 8 2200000 NA
5092325 1 1 44 1 4 2 2 1 0 NA 16 0 5.5 3100000 NA
5070155 1 1 27 1 5 3 3 1 0 NA 13 0 0 0 2e+07
5024222 1 1 47 1 4 2 2 1 0 3 11 0 8 450000 NA
5064870 1 1 54 1 8 3 3 0 0 NA 16 0 7 1470000 NA
5012421 1 1 63 1 5 2 2 1 0 NA 11 0 6 828116 NA
4932324 1 1 66 1 3 1 1 1 0 3 13 3 11 1828116 4e+07
4960268 1 1 41 1 2 1 0 1 0 2 16 4 10 2000000 1.2e+08
5017781 1 1 50 1 2 1 0 1 0 2 9 5 7 900000 9.8e+07
4909933 1 1 8 1 2 2 0 1 0 2 23 3 13 520000 1.8e+08
5041151 1 1 17 1 2 1 0 0.5 0 2 13 11 12 1728116 8e+07
4936218 1 1 23 0 1 0 0 1 0 1 11 11 11 700000 7e+06
4955143 1 1 18 1 4 2 2 1 0 NA 11 0 5.5 1600000 6e+07
4960190 1 1 23 1 4 1 2 1 0 NA 16 0 5.5 1200000 NA
4838175 1 1 23 1 4 3 2 1 0 4 5 3 4.5 1378116 NA
4835129 1 1 13 1 2 2 1 0.5 0 2 14 4 9 0 NA
4910782 1 1 41 1 3 2 0 1 0 3 13 5 8 1200000 8e+07
4842313 1 1 68 1 4 1 1 1 0 3 11 0 11 2328100 NA
4936915 1 1 13 1 4 1 2 1 0 4 13 0 8.5 978116 NA
4990763 3 3 73 1 1 1 0 1 0 1 12 12 12 0 NA
4987020 1 1 76 1 2 2 1 0 0 2 11 4 7.5 460000 NA
4968387 1 1 44 1 4 2 1 1 0 2 11 0 5.5 2150000 NA
4884759 1 1 66 1 3 1 0 1 0 2 12 0 2 0 8e+07
4994630 1 1 18 0 1 0 0 1 0 1 2 2 2 0 1.7e+07
4884512 1 1 47 1 4 3 2 1 0 NA 16 0 8 5000000 4.5e+08
5068907 1 1 8 1 1 0 0 1 0 1 16 16 16 70000 NA
5098059 1 1 52 1 1 0 0 1 0 1 8 8 8 828116 NA
4960798 1 1 73 1 4 1 2 1 0 4 16 9 10 900000 9e+07
5062136 1 1 63 1 4 2 2 1 0 4 11 2 8 1720000 NA
5018453 1 1 5 1 4 2 1 1 0 4 11 5 11 1728116 1.5e+08
4891773 1 1 13 1 5 2 1 1 0 NA 13 0 10 1400000 NA
4831850 1 1 73 1 2 1 0 1 0 2 18 17 17.5 3700000 1.8e+08
4925038 1 1 44 1 3 2 1 0 2 NA 8 0 6 750000 NA
5003098 1 1 70 1 2 1 0 1 0 2 16 13 14.5 950000 NA
4848723 1 1 54 1 4 3 3 1 0 3 14 0 7.5 1100000 NA
4906739 1 1 41 1 4 3 1 0.25 0 3 11 0 11 600000 NA
4886953 1 1 41 1 2 1 0 1 0 2 16 16 16 2328000 NA
5100250 1 1 8 1 8 5 4 1 0 7 11 0 11 1008000 NA
5002010 1 1 68 0 4 1 2 1 0 4 11 4 6.5 780000 3e+07
5016893 1 1 68 1 4 2 2 1 0 4 11 4 8.5 1500000 NA
5045568 1 1 52 0 3 2 1 1 0 2 7 0 5 420000 1.2e+07
4992324 2 2 23 1 3 2 0 1 0 3 13 11 13 1030000 5e+07
5057691 1 1 27 1 3 1 2 1 0 3 6 2 6 300000 1.5e+07
4886265 1 1 18 1 2 1 0 1 0 2 17 17 17 5900000 2e+08
5101948 1 1 15 1 4 2 2 1 0 3 14 0 10 3000000 NA
4872313 1 1 52 0 4 1 2 1 0 3 11 0 3.5 280000 2.5e+07
4895145 1 1 5 1 4 3 2 1 0 3 19 0 8 14500000 4.5e+08
5075768 1 1 76 1 3 1 0 1 0 3 6 3 5 1000000 4.5e+07
4828501 1 1 20 1 1 1 0 1 0 1 8 8 8 350000 NA
5087130 1 1 52 1 1 1 0 1 0 1 16 16 16 3800000 NA
4903417 1 1 25 1 2 1 1 1 1 1 13 0 6.5 1200000 NA
4946064 1 1 73 0 3 1 1 1 0 3 6 3 5 500000 NA
4982994 1 1 47 1 2 2 0 1 0 2 14 3 8.5 0 NA
4930036 1 1 15 1 4 3 1 1 0 4 15 2 12 1588116 NA
4965896 1 1 52 1 1 1 0 0 0 1 11 11 11 360000 NA
4857957 1 1 63 1 3 1 1 1 0 3 14 6 6 0 NA
4945751 1 1 68 0 3 2 1 1 0 NA 14 0 14 2000000 NA
4814833 1 1 8 1 5 2 1 0.8 1 4 9 0 5 1630000 1e+08
4961287 2 2 8 1 2 1 0 1 0 2 11 11 11 828116 NA
4827384 1 1 25 0 2 1 0 0 0 2 6 6 6 600000 NA
5038187 1 1 73 1 6 2 2 1 0 6 11 5 9 1828116 NA
4947453 1 1 41 1 2 1 0 1 0 2 18 11 14.5 0 3e+08
5089049 1 1 20 1 3 1 2 0.666666666666667 2 NA 11 0 5 600000 NA
5099152 1 1 41 1 5 3 2 1 0 NA 11 0 7 1425000 1.2e+08
5057794 1 1 41 1 4 1 0 1 0 4 15 5 11 1200000 8e+07
4882698 1 1 68 1 8 6 4 1 0 NA 11 0 5 4378116 4.5e+07
4933912 1 1 17 1 2 2 0 1 0 2 5 2 3.5 0 NA
4884200 1 1 19 1 4 3 0 1 0 4 15 5 12 1550000 NA
5067744 1 1 52 1 3 3 0 1 0 3 13 4 13 680000 NA
5069491 1 1 13 1 2 1 0 1 0 2 16 14 15 0 9e+07
4843576 1 1 13 1 4 1 2 1 0 NA 11 0 6 900000 NA
4924564 1 1 73 1 2 1 1 1 0 2 24 8 16 1800000 NA
5007860 1 1 41 1 2 1 0 1 0 2 11 3 7 0 NA
4832402 1 1 8 1 2 1 0 0.5 0 2 11 9 10 1340000 NA
5006433 1 1 11 1 1 1 0 1 0 1 17 17 17 5600000 NA
