"DIRECTORIO" "SECUENCIA_P" "HOGAR" "departamento" "hogar_urbano" "size" "n_mujeres" "n_menores" "seguridad_social" "no_acceso_medico" "n_analfabeto" "escolaridad_max" "escolaridad_min" "escolaridad_median" "ingreso_laboral" "valor_casa"
5099602 1 1 68 0 1 0 0 1 0 1 5 5 5 0 NA
4809112 1 1 66 1 2 1 0 1 0 2 16 16 16 4000000 1.15e+08
4991767 1 1 73 1 3 1 1 1 1 1 5 0 0 350000 NA
4896908 1 1 73 1 3 3 2 1 0 NA 8 0 8 0 NA
5023339 1 1 5 1 2 1 0 1 0 2 11 2 6.5 828116 NA
5095848 1 1 68 1 7 2 2 1 0 7 11 1 9 3384348 NA
4890552 1 1 50 1 3 2 2 1 0 1 16 0 0 1500000 NA
4945404 1 1 47 1 4 2 0 1 0 4 16 9 12 5200000 5e+07
5003992 1 1 11 1 3 2 0 1 0 3 16 3 12 1800000 NA
5081893 1 1 19 1 5 3 2 0.8 0 NA 11 0 7 1774116 NA
4858538 1 1 70 1 4 1 2 1 0 4 11 5 8.5 980000 NA
5001962 1 1 68 1 2 2 0 1 0 2 11 9 10 0 6e+07
5081181 1 1 13 1 4 1 2 1 0 4 13 6 10 2028116 NA
4927968 1 1 66 1 1 1 0 1 0 1 16 16 16 3500000 NA
4957238 1 1 63 1 3 2 1 0 2 NA 11 0 9 384000 NA
4908879 1 1 15 1 2 0 1 1 0 2 16 4 10 828116 NA
5048440 1 1 41 0 2 1 0 1 0 2 4 4 4 1500000 5e+06
5074939 1 1 15 1 6 4 2 1 0 NA 16 0 2 0 1.5e+08
4851899 1 1 18 1 5 2 1 1 0 5 14 3 9 900000 6e+07
4834119 1 1 54 1 2 1 0 0 0 2 11 10 10.5 1700000 NA
4841709 1 1 19 1 3 2 0 1 0 3 13 5 5 1600000 NA
5059310 1 1 68 1 4 4 2 0.75 0 NA 11 0 6 700000 NA
4853791 1 1 52 0 1 1 0 1 0 0 1 1 1 320000 NA
5002884 1 1 54 1 3 2 1 1 0 3 16 1 16 2000000 NA
4833866 1 1 44 1 3 2 1 1 0 NA 9 0 6 415000 NA
4843022 1 1 8 1 1 1 0 1 0 1 5 5 5 450000 NA
4851578 1 1 13 1 5 2 1 1 0 5 12 9 10 1050000 NA
5019468 1 1 19 1 4 2 2 1 0 NA 11 0 6.5 1800000 NA
4995789 1 1 27 1 8 3 5 1 0 8 11 2 5.5 980000 NA
4902042 1 1 50 1 3 1 1 1 0 3 12 7 10 925148 NA
4859884 1 1 27 1 9 6 5 1 0 NA 11 0 0 1780000 6e+07
4954600 1 1 15 1 5 2 1 1 0 5 17 9 13 5625000 2.2e+08
4971875 1 1 76 1 2 1 0 1 0 2 17 13 15 500000 2e+08
4975704 1 1 8 1 3 1 1 0.666666666666667 0 3 5 1 4 720000 NA
4853325 1 1 73 1 5 2 0 0.8 0 4 16 0 5 828116 2e+08
4960693 1 1 66 1 2 1 0 0 0 2 10 5 7.5 600000 1e+08
4873454 1 1 68 0 5 3 2 1 0 NA 9 0 2 500000 NA
5094568 1 1 41 1 4 3 0 0.75 0 4 15 6 10 1900000 NA
4932295 1 1 66 1 1 0 0 1 0 1 10 10 10 1450000 NA
4994792 1 1 5 1 2 1 0 1 0 2 23 19 21 15500000 6.2e+08
4986438 1 1 70 1 6 2 3 1 0 6 12 2 6.5 1110000 NA
4868200 1 1 47 1 2 2 1 1 0 1 11 0 5.5 700000 NA
4829109 1 1 63 1 4 2 0 1 0 4 12 8 11 1728000 NA
5017542 1 1 20 1 5 4 0 1 0 5 16 13 16 4700000 NA
4868340 1 1 50 1 1 1 0 1 0 1 11 11 11 1330000 NA
4809800 1 1 27 1 5 4 2 1 0 NA 11 0 1 1400000 NA
4956159 1 1 41 1 2 1 1 1 0 2 5 4 4.5 1200000 NA
4848697 1 1 54 0 2 1 0 0 0 2 11 11 11 1200000 NA
4950072 1 1 17 1 3 2 0 1 0 3 18 11 16 2300000 NA
4957913 2 2 73 1 4 1 2 1 0 3 11 0 7 900000 NA
4972749 1 1 17 0 1 0 0 1 0 0 0 0 0 800000 3e+06
5023611 1 1 23 1 4 2 2 1 0 3 11 0 9 600000 NA
5083509 1 1 52 1 2 2 1 1 0 1 11 0 5.5 350000 NA
4966128 1 1 66 1 1 1 0 1 0 1 7 7 7 50000 7e+07
4879070 1 1 5 1 1 0 0 1 0 1 16 16 16 3960000 NA
5077878 1 1 19 1 3 1 0 1 0 3 20 15 16 5000000 3e+08
4886593 1 1 23 1 6 2 1 1 0 6 15 4 11 600000 NA
4978851 1 1 8 1 5 3 3 1 0 5 11 0 9 600000 NA
4924813 1 1 41 1 5 2 3 1 0 NA 11 0 5 1500000 NA
4974948 1 1 70 1 4 2 1 1 0 3 11 0 8 700000 1.2e+07
5028691 1 1 27 1 1 0 0 1 0 1 18 18 18 3000000 1.5e+08
5003171 2 2 76 1 2 0 0 1 0 2 8 5 6.5 600000 NA
5051622 1 1 13 1 4 1 0 1 0 2 7 0 2.5 2100000 1500000
4924497 1 1 63 1 2 1 0 1 0 2 7 6 6.5 0 1e+08
4881339 1 1 41 1 3 2 0 1 0 3 11 11 11 1150000 9e+07
4813731 1 1 17 1 4 3 2 1 0 4 11 6 10 781242 NA
4971834 1 1 73 1 1 0 0 1 0 1 8 8 8 600000 NA
4891649 1 1 11 1 1 1 0 1 0 1 5 5 5 0 1.2e+08
4857075 1 1 44 1 2 1 1 1 0 NA 13 0 6.5 1010000 NA
4951929 1 1 63 1 2 1 0 1 0 2 11 6 8.5 250000 NA
5018754 1 1 8 1 3 2 0 1 0 3 11 6 11 3250000 8e+07
5059510 1 1 70 1 4 3 1 1 0 3 5 0 2.5 640000 6e+07
5100620 1 1 17 1 5 4 1 1 0 5 11 5 9 0 NA
4943967 1 1 68 1 2 1 0 1 0 2 5 3 4 4000000 NA
5079332 1 1 70 1 5 0 0 0.2 0 5 15 7 11 1868116 NA
4969188 2 2 70 1 1 0 0 1 0 1 13 13 13 0 NA
4966540 1 1 23 1 2 0 0 1 0 2 11 9 10 2400000 NA
5020944 1 1 70 1 4 3 2 1 0 NA 17 0 7 950000 NA
4986642 1 1 76 1 2 2 1 1 0 2 11 2 6.5 1500000 NA
4890095 1 1 13 1 3 1 1 0.333333333333333 1 3 5 1 4 400000 NA
4953844 1 1 5 1 4 2 2 1 0 4 9 4 7 0 1.4e+08
4844117 1 1 23 1 1 1 0 1 0 1 11 11 11 0 2.5e+07
4904082 1 1 19 1 1 1 0 1 0 1 16 16 16 0 NA
4937921 1 1 47 1 4 2 3 1 0 3 5 0 2.5 100000 NA
4978775 1 1 8 1 3 3 1 1 0 3 17 4 4 13000000 NA
4913873 1 1 63 1 5 2 2 1 0 5 12 2 11 2200000 NA
4881238 1 1 27 1 2 1 0 1 0 2 11 11 11 828118 NA
4923292 1 1 54 1 6 3 3 1 0 NA 14 0 9 500000 NA
4923457 1 1 68 0 5 2 1 0.8 0 5 9 0 5 422000 NA
4900127 1 1 8 1 1 1 0 1 0 0 0 0 0 600000 4e+07
4938149 1 1 54 1 3 1 1 1 0 3 12 3 5 1428116 NA
5009678 1 1 70 1 1 1 0 1 0 1 13 13 13 600000 NA
5031433 1 1 17 1 3 2 0 1 0 3 14 11 13 2556232 NA
4870992 1 1 19 1 4 3 0 1 0 4 23 5 13 540000 NA
4946565 1 1 17 1 2 1 0 1 0 2 11 10 10.5 0 NA
5036511 1 1 20 1 3 1 0 1 0 3 9 0 6 870000 NA
4913032 1 1 15 1 2 1 0 1 0 2 11 3 7 150000 5e+07
5089835 1 1 47 1 3 1 0 1 0 3 16 16 16 0 NA
5018891 1 1 11 1 1 1 0 1 0 1 4 4 4 0 NA
4994714 1 1 18 0 2 1 0 1 0 2 7 5 6 800000 NA
4956088 1 1 41 1 3 2 1 1 0 NA 18 0 18 6200000 NA
4860764 1 1 20 1 3 2 1 0 1 NA 11 0 0 450000 NA
4895734 1 1 68 1 5 4 3 1 0 NA 11 0 2 600000 NA
4854219 1 1 52 1 6 4 2 1 0 5 11 0 7.5 2200000 NA
5095190 1 1 52 1 2 1 0 1 0 2 13 2 7.5 0 NA
4851098 1 1 8 1 6 4 2 1 0 NA 14 0 11 3355000 9e+07
5016390 1 1 18 1 2 0 0 0.5 0 2 3 3 3 500000 NA
5046224 1 1 17 1 3 1 1 1 0 3 14 10 11 900000 1.3e+08
4978626 1 1 5 1 9 4 3 0.777777777777778 0 NA 11 0 7 3350000 NA
5081558 1 1 17 1 2 2 0 1 0 2 16 15 15.5 0 2.6e+08
5049701 1 1 19 1 2 2 0 1 0 1 3 0 1.5 0 NA
5100420 1 1 13 1 3 1 0 1 0 3 16 7 8 1098000 2e+07
5083462 1 1 52 1 3 1 1 1 0 NA 16 0 13 3000000 NA
5069606 1 1 17 1 4 2 2 1 0 NA 17 0 8 5900000 NA
4939632 1 1 76 1 4 1 2 1 0 3 19 0 9 1900000 NA
5059070 1 1 63 1 5 4 1 1 0 NA 11 0 11 2950000 NA
5061873 1 1 50 1 1 0 0 1 0 1 11 11 11 0 NA
4835827 1 1 5 1 2 1 0 1 0 2 16 11 13.5 0 NA
5042584 1 1 70 1 3 2 1 1 1 3 13 4 6 600000 7.5e+07
5099573 1 1 68 1 5 3 3 1 0 3 11 0 3 1029000 NA
5078875 1 1 50 1 1 0 0 1 0 1 11 11 11 1200000 NA
4826864 1 1 73 1 1 0 0 1 0 1 16 16 16 1000000 NA
4812816 1 1 5 1 2 2 1 1 0 2 11 3 7 800000 NA
4854631 1 1 5 1 4 3 0 0.75 0 4 18 16 16 0 2e+08
4828133 1 1 13 1 4 2 3 1 0 NA 11 0 3 1500000 NA
4844984 1 1 54 1 3 2 1 0.666666666666667 0 3 11 2 8 0 NA
4877846 1 1 50 1 2 1 0 1 0 2 11 4 7.5 1320000 NA
5098011 1 1 52 1 2 1 0 0.5 1 2 20 17 18.5 4000000 1e+08
4807073 1 1 52 1 1 1 0 1 0 1 5 5 5 806000 NA
4919246 1 1 15 1 4 2 2 1 0 3 13 1 8 900000 NA
4988221 1 1 11 1 4 2 1 1 0 4 16 9 12 1928116 2e+08
4969959 1 1 27 0 2 2 1 1 0 NA 3 0 1.5 0 2e+06
5024596 1 1 54 1 4 3 3 1 0 3 5 0 3.5 50000 NA
4891595 4 4 11 1 1 1 0 1 0 1 18 18 18 1278116 2e+08
5009438 1 1 68 1 2 2 1 1 0 1 9 0 4.5 600000 1.6e+07
5027724 1 1 11 1 2 1 0 1 0 2 20 19 19.5 0 NA
4931944 1 1 54 1 3 1 1 1 0 NA 11 0 11 1600000 NA
5073578 1 1 25 0 3 1 0 1 0 3 9 1 5 100000 NA
4986573 1 1 76 1 3 1 1 1 0 3 10 5 9 938000 1e+08
5037551 1 1 54 1 2 1 0 1 0 2 5 1 3 350000 NA
4995139 1 1 11 1 2 0 0 1 0 2 16 16 16 14700000 NA
5080608 1 1 5 1 2 2 0 1 0 2 11 11 11 1988116 NA
4971725 1 1 63 1 1 0 0 1 0 1 11 11 11 480000 NA
5022609 1 1 63 1 1 1 0 1 0 1 4 4 4 70000 4e+07
5071132 1 1 68 1 3 2 0 1 0 3 15 5 14 2242116 1.5e+08
5004949 1 1 54 1 3 1 0 1 0 3 17 5 11 2500000 8e+07
4968351 1 1 44 1 7 4 5 1 0 6 11 0 5 800000 NA
4847316 1 1 19 1 3 1 0 1 0 3 18 5 11 2000000 NA
4968224 1 1 41 1 3 1 1 1 0 NA 16 0 16 2669000 NA
5003925 1 1 11 1 2 2 0 1 0 1 13 0 6.5 1128116 NA
4810025 1 1 50 1 1 0 0 1 0 1 11 11 11 0 NA
4894703 1 1 13 1 3 2 0 0.666666666666667 0 3 11 5 11 1806232 NA
4843317 1 1 11 1 3 1 2 1 0 3 13 6 7 1300000 NA
5042403 1 1 66 1 3 2 1 1 0 2 25 0 11 4950000 NA
5063331 1 1 13 1 2 1 0 1 0 2 16 6 11 0 NA
5057035 1 1 18 1 5 4 3 1 0 4 9 0 5 450000 NA
5059589 1 1 70 1 1 0 0 1 0 1 4 4 4 0 3e+07
4988205 1 1 11 1 2 1 0 1 0 2 5 4 4.5 0 NA
5025682 1 1 50 1 2 1 0 1 0 2 15 11 13 950000 NA
5022351 1 1 52 0 5 2 3 1 0 NA 7 0 5 880000 1e+07
4932828 1 1 73 1 6 3 4 1 1 NA 11 0 6.5 150000 NA
4980113 1 1 23 1 5 1 2 1 0 5 12 6 11 2328116 7.5e+07
5089454 1 1 41 1 4 2 0 1 0 4 16 7 12 1200000 8e+07
4975694 1 1 8 1 2 1 0 1 0 2 14 11 12.5 300000 1.5e+08
4917066 1 1 17 1 3 3 0 1 0 3 13 5 9 2148116 NA
4831592 1 1 66 1 6 3 3 1 0 5 16 0 10 1000000 7.5e+07
4851070 1 1 8 1 5 1 3 1 0 NA 7 0 5 0 NA
4972840 1 1 17 0 2 1 0 1 0 2 16 11 13.5 0 NA
4955358 1 1 19 1 2 2 0 1 0 2 5 4 4.5 2240000 NA
4958195 1 1 76 1 5 4 1 1 0 5 11 2 5 2976232 NA
4841866 1 1 44 1 7 4 2 1 0 7 17 6 11 10350000 NA
4862540 1 1 18 1 5 2 2 1 0 5 11 7 11 600000 NA
5024431 1 1 54 1 1 0 0 1 0 1 15 15 15 0 NA
4904099 1 1 19 1 3 2 1 1 0 NA 14 0 5 0 NA
4990295 1 1 63 1 6 4 2 1 0 4 11 0 4 760000 NA
5051549 1 1 68 0 2 1 0 1 0 2 10 6 8 828116 NA
5100365 1 1 13 1 1 0 0 1 0 1 5 5 5 480000 1e+07
4826644 1 1 54 1 1 1 0 1 0 1 11 11 11 828000 NA
5009315 1 1 66 1 5 1 1 1 0 5 13 5 12 1728116 8.2e+07
5061523 1 1 15 1 1 0 0 1 0 1 5 5 5 0 NA
4910825 1 1 41 1 3 1 1 1 0 2 11 0 5 1420000 NA
5072043 1 1 5 1 11 5 3 0.909090909090909 0 8 11 0 5 2290000 1.2e+07
4900721 1 1 17 1 1 0 0 0 0 1 12 12 12 0 NA
4937765 1 1 41 1 4 2 0 1 0 4 7 5 5.5 1178000 NA
4859619 1 1 17 1 2 1 0 1 0 2 16 7 11.5 0 2.8e+08
4972970 1 1 5 1 2 2 0 1 0 2 11 7 9 828116 NA
4935559 1 1 52 1 3 2 1 1 0 3 12 5 8 552000 6e+07
4937711 1 1 41 1 4 3 2 1 0 4 13 8 10.5 821000 NA
4897215 1 1 15 1 1 0 0 1 0 0 0 0 0 0 NA
5051300 1 1 50 0 2 1 0 1 0 1 5 0 2.5 600000 NA
4843940 1 1 19 1 3 2 1 1 0 3 13 6 8 2700000 NA
5051680 1 1 13 0 2 1 0 1 0 1 5 0 2.5 400000 NA
4926423 1 1 13 1 3 1 0 1 0 3 12 5 5 900000 4e+07
5102850 1 1 27 1 2 1 0 1 0 2 7 6 6.5 0 6e+06
5089871 1 1 47 1 1 1 0 1 0 1 16 16 16 1400000 NA
4918113 1 1 25 0 4 1 1 0.75 1 4 11 5 7.5 3428116 NA
4930572 1 1 19 1 4 2 2 1 0 NA 14 0 12 2340000 5e+07
4831935 1 1 76 1 1 0 0 1 0 1 14 14 14 0 NA
5061379 1 1 5 1 2 1 0 1 0 2 18 7 12.5 3000000 3.5e+08
4995088 1 1 11 1 4 2 2 1 0 4 17 1 12.5 4670000 NA
4967404 1 1 15 1 4 2 2 1 0 3 21 0 9 4200000 1.7e+07
4993974 1 1 54 1 3 2 0 1 0 3 16 13 14 0 NA
4885434 1 1 8 1 2 2 0 1 0 2 11 9 10 1450000 2.4e+08
5097711 1 1 17 1 4 2 2 1 0 3 11 0 6.5 1008116 NA
4849952 1 1 27 1 3 2 1 1 0 NA 11 0 8 2028116 NA
4880474 1 1 18 1 3 1 1 1 0 2 16 0 11 1800000 NA
4826425 1 1 50 1 2 1 0 1 0 2 11 2 6.5 1400000 NA
4832425 1 1 8 1 5 2 3 1 0 NA 12 0 5 2400000 NA
4891328 1 1 8 1 5 2 2 0.8 1 NA 17 0 13 5100000 NA
4821696 1 1 8 1 3 1 0 0.666666666666667 0 3 11 6 11 4400000 NA
5009064 1 1 63 1 4 2 0 1 0 4 15 2 11 2000000 1.1e+08
5065875 1 1 5 1 2 1 0 1 0 2 16 16 16 0 NA
5008009 1 1 44 1 2 2 0 1 0 2 2 2 2 0 1.8e+08
5086503 1 1 13 1 2 1 0 1 0 2 5 5 5 800000 6e+07
4912689 1 1 66 1 3 1 0 1 0 3 11 3 8 900000 1e+08
4883073 1 1 73 1 2 1 0 1 0 2 11 5 8 800000 8e+07
4810725 1 1 8 1 2 1 0 0.5 0 2 16 13 14.5 0 NA
4948687 1 1 44 1 2 2 0 1 0 2 16 5 10.5 1700000 1e+08
4810257 1 1 66 1 2 2 0 1 0 2 16 5 10.5 3500000 1.5e+08
4973629 1 1 54 1 3 1 0 0.666666666666667 0 3 12 11 11 4560000 NA
5025261 1 1 15 1 5 3 2 1 0 NA 13 0 11 828116 NA
4804925 1 1 8 1 9 4 2 1 0 7 11 0 5 3737000 1.5e+07
4900280 1 1 11 1 4 2 2 1 0 4 23 3 13.5 25000000 8e+08
5099714 1 1 70 1 5 1 3 1 0 NA 17 0 8 2160000 NA
4841858 1 1 44 1 4 2 2 1 0 3 16 0 7 450000 NA
5064686 1 1 50 1 2 2 0 1 0 2 11 3 7 880000 NA
4870054 1 1 27 0 2 1 0 1 0 2 16 14 15 3700000 3e+07
4957548 2 2 68 1 1 0 0 1 0 1 3 3 3 0 NA
4971803 1 1 73 1 1 0 0 0 0 1 11 11 11 0 6e+08
4990345 1 1 66 1 3 3 0 1 0 3 18 5 17 7000000 1.7e+08
4934942 1 1 5 1 3 2 0 1 0 3 11 5 5 0 3e+08
5000772 1 1 19 1 2 1 0 1 0 2 7 2 4.5 20000 1.7e+08
5045541 1 1 52 0 4 2 2 1 0 4 5 1 2 340000 NA
4849574 1 1 5 1 3 2 2 1 0 NA 14 0 3 900000 NA
4836799 1 1 76 1 3 2 1 1 0 NA 11 0 11 1528116 NA
5000870 1 1 19 0 1 0 0 1 0 1 1 1 1 500000 5e+07
4821424 1 1 18 0 4 3 1 1 0 3 8 0 4.5 300000 1.2e+07
4952007 1 1 66 1 3 2 0 1 0 3 16 11 12 0 NA
4867764 1 1 41 1 3 2 0 0.666666666666667 0 2 14 0 5 450000 6e+07
4924941 1 1 41 0 2 1 1 1 0 1 11 0 5.5 600000 NA
5088423 1 1 11 1 2 1 0 1 0 2 16 14 15 4012000 1.7e+08
5043735 1 1 15 1 2 2 0 1 0 2 12 11 11.5 1500000 1.5e+08
4898955 1 1 52 1 1 1 0 1 0 1 3 3 3 50000 2e+07
4920264 1 1 27 0 2 1 1 1 0 2 7 6 6.5 0 3e+07
4966091 1 1 66 1 4 1 2 1 0 NA 11 0 7 1290000 7e+07
5073796 1 1 44 0 2 1 0 0.5 0 1 4 0 2 40000 NA
4891594 1 1 11 1 1 0 0 1 0 1 16 16 16 2700000 NA
5052687 1 1 13 1 9 5 3 1 0 NA 13 0 10 2306116 NA
5099393 1 1 50 1 1 0 0 1 0 1 3 3 3 0 NA
4807010 1 1 50 1 3 2 1 1 0 NA 9 0 7 1200000 NA
4868036 1 1 44 1 1 0 0 1 0 1 13 13 13 1700000 NA
5022956 1 1 17 0 6 3 3 1 0 6 5 2 5 2000000 1e+07
4960077 1 1 18 1 2 1 0 1 0 2 11 11 11 400000 NA
5005930 1 1 5 1 4 2 2 1 0 NA 12 0 5.5 650000 NA
5094402 1 1 27 1 2 2 1 1 0 2 14 8 11 800000 NA
4937951 1 1 47 1 4 2 1 1 0 4 11 1 6.5 800000 NA
5043849 1 1 20 1 1 1 0 1 0 1 14 14 14 400000 NA
4846681 1 1 17 1 3 1 0 1 0 3 11 5 5 2216000 NA
5061517 1 1 15 1 1 0 0 1 0 1 11 11 11 0 NA
4958180 1 1 76 1 7 3 2 1 0 7 14 2 11 2050000 NA
4990116 1 1 52 1 1 0 0 1 0 1 11 11 11 1880000 NA
5024804 1 1 13 1 2 0 0 1 0 2 10 9 9.5 1928116 NA
5094092 1 1 20 1 2 1 0 1 0 2 5 5 5 0 NA
4869481 1 1 76 1 5 2 1 1 0 5 11 5 7 2200000 1.5e+08
5016795 1 1 66 1 3 2 1 1 0 2 13 0 13 1800000 NA
4830439 1 1 17 1 1 1 0 1 0 1 16 16 16 0 2e+08
4935866 1 1 68 1 5 4 2 1 0 5 11 2 4 1880000 NA
4987184 1 1 18 1 4 1 2 1 0 4 7 5 5.5 700000 NA
4934818 1 1 15 0 1 0 0 1 0 1 19 19 19 0 NA
5004654 1 1 44 1 6 6 3 0.166666666666667 0 NA 24 0 10 4800000 NA
5021112 1 1 76 1 8 5 2 1 0 8 11 2 10 2278116 NA
4891566 1 1 11 1 3 2 0 1 0 3 16 11 15 1860000 NA
4814383 1 1 66 1 2 1 0 1 0 2 14 6 10 400000 NA
4818552 1 1 13 0 6 4 4 1 0 5 7 1 3 655000 1e+07
4949504 1 1 5 1 1 1 0 1 0 1 7 7 7 100000 NA
4860550 1 1 15 1 2 1 1 1 0 2 12 9 10.5 150000 NA
4852378 1 1 41 1 4 2 2 1 0 4 11 3 11 1030000 NA
4982968 1 1 41 1 4 2 1 1 0 4 16 6 14 4300000 1.2e+08
5093569 1 1 17 1 5 2 1 1 0 5 11 5 8 1120000 1.2e+08
4853809 1 1 52 1 1 0 0 1 0 1 4 4 4 100000 7e+06
4931789 1 1 52 1 2 1 0 1 0 1 11 0 5.5 500000 NA
5078803 1 1 47 1 2 1 0 0.5 0 2 13 9 11 300000 NA
4831405 1 1 63 1 2 1 0 1 0 2 9 1 5 840000 NA
4892301 1 1 20 1 3 1 0 1 0 3 18 16 16 0 NA
5050413 1 1 27 1 3 2 1 1 0 NA 15 0 0 300000 NA
4827625 1 1 8 1 5 3 0 1 0 5 16 11 11 2300000 NA
4929115 1 1 5 1 2 0 0 0.5 0 2 5 5 5 2600000 5e+07
5075976 1 1 25 1 1 0 0 1 0 1 5 5 5 0 NA
4830060 1 1 5 1 5 1 0 1 0 4 11 0 3 2556116 NA
4871567 1 1 66 1 5 1 2 1 0 NA 9 0 5 1800000 NA
4849549 1 1 18 0 2 1 0 1 0 1 17 17 17 6000000 6e+07
4947608 1 1 54 1 9 4 3 0 0 9 11 2 7 1600000 NA
4850932 1 1 19 1 4 2 2 1 0 4 13 3 10.5 3230000 NA
5093004 1 1 8 1 2 2 1 1 0 2 15 4 9.5 1800000 NA
5098666 1 1 76 1 1 0 0 0 1 1 11 11 11 750000 NA
4920711 1 1 5 1 5 2 1 1 0 5 14 2 11 1728116 8e+08
4956231 1 1 41 1 3 2 1 1 0 NA 11 0 10 1000000 NA
4952315 1 1 70 1 3 1 1 1 0 3 11 5 11 1300000 9e+07
4824945 1 1 68 1 1 1 0 1 0 1 16 16 16 0 NA
4901978 1 1 47 1 2 1 0 1 0 1 11 0 5.5 0 2e+08
4870350 1 1 66 1 1 1 0 1 0 1 3 3 3 0 NA
4940615 1 1 52 1 1 1 0 1 0 1 11 11 11 600000 NA
4870656 1 1 17 1 7 3 5 1 0 NA 11 0 0 150000 NA
4983623 1 1 17 1 2 1 0 1 0 1 10 0 5 828116 NA
5083261 1 1 50 1 4 2 1 1 0 4 16 8 11 3728116 1.5e+08
5065029 1 1 68 1 4 2 0 1 0 4 15 11 11 1600000 6e+07
4858958 1 1 76 1 6 2 2 1 0 5 15 0 9 5800000 7e+07
4973378 1 1 27 1 4 2 2 1 0 3 4 0 3.5 1228116 NA
4849819 1 1 17 1 2 1 0 0 1 2 14 6 10 0 NA
5048235 1 1 20 1 4 3 2 1 0 NA 11 0 3.5 0 NA
4810885 1 1 11 1 5 2 0 1 0 5 11 5 11 1281242 NA
4886138 1 1 17 1 2 1 0 1 0 2 17 16 16.5 3300000 NA
5079948 1 1 11 1 3 2 0 1 0 3 15 5 9 1428116 NA
4872629 1 1 63 1 4 2 1 1 0 4 16 2 7.5 1300000 1.5e+08
4916804 1 1 73 0 4 3 1 1 0 2 13 0 2.5 200000 NA
5011877 1 1 15 1 1 0 0 1 0 1 14 14 14 0 9e+07
4876529 1 1 11 1 4 2 2 1 0 3 11 1 4.5 0 NA
5058898 1 1 54 1 2 2 1 1 0 2 16 5 10.5 700000 NA
4856619 1 1 27 1 8 4 5 1 0 6 11 0 2.5 1800000 1e+07
4964276 1 1 5 1 2 1 0 1 0 2 14 5 9.5 680000 9e+07
4825982 1 1 13 1 4 2 2 1 0 4 11 7 9 600000 NA
4967123 1 1 11 1 5 2 0 1 0 5 17 3 14 2250000 NA
5010897 1 1 19 1 3 1 1 1 0 3 16 3 16 1700000 NA
5021652 1 1 20 0 10 5 5 1 0 NA 11 0 1.5 1520000 3e+07
4905033 1 1 73 1 1 1 0 1 0 1 5 5 5 0 9e+07
4870865 1 1 13 1 1 1 0 1 0 1 11 11 11 0 NA
4849534 1 1 18 1 1 1 0 1 0 0 0 0 0 0 2.8e+07
4953655 1 1 5 1 1 1 0 1 0 1 9 9 9 0 1.24e+08
4972042 1 1 54 0 2 1 0 1 0 2 2 1 1.5 0 1e+07
4847635 1 1 63 1 2 2 1 1 0 2 11 9 10 828000 NA
4970313 1 1 5 1 1 0 0 1 0 1 13 13 13 500000 80000
5052897 1 1 17 1 3 2 0 1 0 3 16 4 9 2428116 NA
5018103 1 1 68 1 7 5 3 0.857142857142857 0 7 16 1 8 9340000 3e+08
5028221 1 1 18 1 2 1 0 0 0 2 3 3 3 800000 NA
4960880 1 1 76 1 4 3 2 1 0 4 11 5 8.5 2336500 NA
4827432 1 1 27 1 2 1 0 1 0 2 18 18 18 23200000 NA
4985897 1 1 47 1 4 1 2 1 0 4 14 6 12 1980000 NA
4973519 1 1 50 1 3 1 1 1 0 3 11 10 11 898116 NA
4831365 1 1 63 1 2 1 1 1 0 2 6 5 5.5 0 6e+07
4875890 1 1 15 0 6 2 4 1 0 NA 11 0 2.5 1200000 NA
4889541 1 1 52 1 3 1 1 1 0 3 13 10 13 2980000 1.5e+08
4967347 1 1 13 1 3 2 1 1 0 3 8 3 7 900000 3e+07
4967585 1 1 18 1 4 2 2 1 0 4 13 0 7.5 2900000 5e+07
5029864 1 1 76 1 6 3 3 1 0 5 17 0 5.5 2928116 4e+07
4975365 1 1 15 0 4 2 0 1 0 4 9 2 3.5 200000 1.8e+08
5077185 1 1 8 1 5 4 1 1 0 5 13 5 11 1200000 NA
4966168 1 1 66 1 5 3 0 1 0 5 11 2 6 2634348 NA
4889667 1 1 66 1 3 2 1 1 0 NA 16 0 13 1000000 NA
5017651 1 1 27 1 1 0 0 1 0 1 3 3 3 150000 NA
5025578 1 1 47 1 5 3 1 1 0 4 13 0 11 504000 NA
4861686 1 1 5 1 4 2 1 0.75 0 4 11 2 5 1700000 NA
4966157 1 1 66 1 3 1 0 1 0 3 8 2 3 1580000 7e+07
5050340 1 1 19 1 1 1 0 1 0 1 13 13 13 800000 NA
4854076 1 1 20 1 3 1 0 1 0 3 16 11 13 2040000 1.2e+08
4938654 2 2 76 1 1 0 0 1 0 1 5 5 5 900000 NA
5104285 1 1 68 1 2 1 0 1 0 2 14 5 9.5 1656400 NA
5103584 1 1 50 1 1 0 0 1 1 1 16 16 16 1800000 NA
4864951 1 1 76 1 3 1 1 0.666666666666667 0 3 11 4 11 1100000 NA
4851316 1 1 11 1 4 3 0 1 0 4 15 11 14.5 17137000 2.2e+08
5065281 1 1 73 1 2 1 0 1 0 2 16 11 13.5 3000000 NA
4975782 1 1 8 1 4 3 1 1 0 4 11 7 9 2628116 NA
5000830 1 1 19 0 2 1 0 1 0 2 5 3 4 120000 NA
5008830 1 1 54 1 3 1 2 1 0 3 5 1 2 600000 NA
5057060 1 1 19 1 1 1 0 1 0 1 4 4 4 0 NA
